sid,link_name,borough,polyline,link_length_ft,aggregation_period_sec,n_samples,median_calculation_timestamp,median_tt_sec,median_speed_fps
98100,Ocean Pkwy - Southbound - Avenue X to Shore Pkwy,Brooklyn,k}vvFzimbMbMpCtL`A`L~A,2427.04,900,60,4/5/2026 12:24:14,93.0,26.1
99097,Woodhaven Blvd - Northbound - Myrtle Ave to Union Tpke,Queens,_vlwFfywaMqCDaA\{AzAoBfDiE|G,1454.25,900,9,4/5/2026 12:24:14,1050.0,1.38
100098,Ocean Pkwy - Northbound - Shore Pkwy to Avenue X,Brooklyn,qtuvFjpmbMkLcB}LeB{LeB,2440.72,900,6,4/5/2026 12:24:14,638.0,3.83
100115,Ocean Pkwy - Southbound - Shore Pkwy to Sea Breeze Ave,Brooklyn,ktuvFhtmbM~q@tJrEx@,3416.59,900,15,4/5/2026 12:24:14,155.0,22.04
102103,34th Street - Westbound - 1st Ave to 2nd Ave,Manhattan,gxtwF~|nbMgEtM,744.96,900,6,4/5/2026 12:24:14,686.0,1.09
103020,34th Street - Westbound - 2nd Ave to 3rd Ave,Manhattan,e~twF~kobM{D|L,705.32,900,27,4/5/2026 12:24:14,81.0,8.71
103102,34th Street - Eastbound - 2nd Ave to 1st Ave,Manhattan,k}twFnlobMhEsM,744.35,900,4,4/5/2026 12:24:14,377.0,1.97
103105,2nd Avenue - Southbound - 34th St to 23rd St,Manhattan,u}twFhlobM`j@l^,2872.45,900,23,4/5/2026 12:24:14,99.0,29.01
104079,23rd Street - Eastbound - 11th Ave to 10th Ave,Manhattan,uvuwF`oubMbFqP,880.96,900,3,4/5/2026 12:24:14,124.0,7.1
105045,23rd Street - Eastbound - 2nd Ave to 1st Ave,Manhattan,erswFblpbMfEyM,749.85,900,7,4/5/2026 12:24:14,39.0,19.23
106107,7th Avenue - Southbound - 23rd St to 14th St,Manhattan,oytwF|gsbMta@bX,2309.57,900,29,4/5/2026 12:24:14,107.0,21.58
108104,11th Avenue - Southbound - 34th St to 23rd St,Manhattan,gbwwFjotbMdj@d_@,2894.89,900,2,4/5/2026 12:24:14,1225.0,2.36
109049,42nd Street - Eastbound - 10th Ave to 9th Ave,Manhattan,{ywwFjgsbMhF}P,900.64,900,2,4/5/2026 12:24:14,84.0,10.72
109080,42nd Street - Westbound - 10th Ave to 11th Ave,Manhattan,q{wwFffsbMoFpP,891.38,900,20,4/5/2026 12:24:14,46.5,19.17
109085,10th Avenue - Northbound - 42nd St to 49th St,Manhattan,uzwwFxfsbMsZgS,1844.34,900,31,4/5/2026 12:24:14,205.0,9.0
111112,Ocean Pkwy - Northbound - Ditmas Ave to Church Ave,Brooklyn,ew_wFhunbMsv@xI,3281.96,900,3,4/5/2026 12:24:14,1111.0,2.95
111113,Ocean Pkwy - Southbound - Ditmas Ave to Avenue I,Brooklyn,ov_wFj{nbMvz@wJ,3526.24,900,135,4/5/2026 12:24:14,192.0,18.37
112111,Ocean Pkwy - Southbound - Church Ave to Ditmas Ave,Brooklyn,qlawFteobM`u@sI,3190.53,900,142,4/5/2026 12:24:14,150.5,21.2
113093,Ocean Pkwy - Southbound - Avenue I to Kings Hwy,Brooklyn,yz}vF|onbMdbCyW,7735.94,900,54,4/5/2026 12:24:14,315.5,24.52
113111,Ocean Pkwy - Northbound - Avenue I to Ditmas Ave,Brooklyn,c{}vF|inbMa{@nJ,3542.67,900,163,4/5/2026 12:24:14,208.0,17.03
120140,Flatbush Ave - Southbound - Aviators Sports Complex to Beach 140 st,Brooklyn,}vvvFtx`bMdhAwpApc@_Tv\mRnBqHiq@ehBgEgFgG_M,17122.83,900,20,4/5/2026 12:24:14,299.0,57.27
121146,Richmond Ave - Northbound - Hylan Blvd to Amboy Rd,Staten Island,ozkvF`ercMqI`RaAvB_k@fh@,4405.32,900,7,4/5/2026 12:24:14,168.0,26.22
123124,Hylan Blvd - Northbound - Page Ave to Seguine Ave,Staten Island,usfvFp`adM}AyMoAgWeA{LuJ}w@y@qDwBcFkPwYqLqTeK_RgBwN,10295.12,900,24,4/5/2026 12:24:14,265.5,38.78
124123,Hylan Blvd - Southbound - Seguine Ave to Page Ave,Staten Island,e|hvFbszcMvAzKp@nCjJjQl]pn@pBvD`AzDjBzNbCtSxDt[ThErAfW~AxN,10331.12,900,28,4/5/2026 12:24:14,239.5,43.14
124125,Hylan Blvd - Northbound - Seguine Ave to Huguenot Ave,Staten Island,}zhvF|rzcMq@wDaCyEaIeOaEqOuG{V,3573.06,900,30,4/5/2026 12:24:14,127.0,28.13
125124,Hylan Blvd - Southbound - Huguenot Ave to Seguine Ave,Staten Island,ozivFhnxcMlD|MtBhIlDxMpIhPfBlDJZn@bD,3550.52,900,37,4/5/2026 12:24:14,119.0,29.84
125127,Hylan Blvd - Northbound - Huguenot Ave to Arden Ave,Staten Island,syivFpmxcMgO}k@YiBOgCv@wt@UwDo@iDsNqd@,7349.52,900,23,4/5/2026 12:24:14,224.0,32.81
126062,Hylan Blvd - Northbound - Guyon Ave to New Dorp Ln,Staten Island,g}pvF~pkcMyTkVi]o]uI{I,4657.24,900,8,4/5/2026 12:24:14,255.0,18.26
126145,Hylan Blvd - Southbound - Guyon Ave to Keegans Ln,Staten Island,}}pvF~qkcMfC|CVbAVpCe@rJTjCn@nBr]v`@xDlG~JpMv@xAhDhHhDfG,6484.89,900,94,4/5/2026 12:24:14,224.5,28.89
127121,Hylan Blvd - Northbound - Arden Ave to Richmond Ave,Staten Island,i{jvFxrscMoFuP_CiHoAcBwOwN,2776.11,900,37,4/5/2026 12:24:14,89.0,31.19
127125,Hylan Blvd - Southbound - Arden Ave to Huguenot Ave,Staten Island,}{jvFnsscMfFfPhG`SZpAR|AF`ADzBY`[]~TJtCL~AfAvFv@nCzK~b@,7338.97,900,25,4/5/2026 12:24:14,227.0,32.33
128068,Hylan Blvd - Northbound - West Fingerboard Rd to Narrows Rd South (via Fingerboard Rd),Staten Island,gnxvFpebcM_A[}AIaANKHsGrAcAiDo@qBOaAFcACSQw@Ua@_GiB,2262.17,900,17,4/5/2026 12:24:14,55.0,41.13
129130,Richmond Ave - Southbound - Richmond Hill Rd to Forest Hill Rd,Staten Island,apvvFn{tcMhAp@tJpBtUlBvUbBhIh@nITfTj@~EUpCS,6657.81,900,2,4/5/2026 12:24:14,338.0,19.7
129131,Richmond Ave - Northbound - Richmond Hill Rd to Eton Pl,Staten Island,oovvFnytcMqDeDkAeA}AoBwKqPqAwA{@a@sBy@mBc@gAIqA@a^bEcHlAiAAiAKqLeD,6374.21,900,33,4/5/2026 12:24:14,256.0,24.9
130129,Richmond Ave - Northbound - Forest Hill Rd to Richmond Hill Rd,Staten Island,c_svFbgucM}BReFPyO]iN]cIe@_SeByU{AeGkAoEeAm@_@,6611.52,900,7,4/5/2026 12:24:14,253.0,26.13
130139,Richmond Ave - Southbound - Forest Hill Rd to Weinwright Ave,Staten Island,{~rvFniucMlIs@nML~g@H,3853.28,900,4,4/5/2026 12:24:14,739.5,5.21
131129,Richmond Ave - Southbound - Eton Pl to Richmond Hill Rd,Staten Island,iryvFxzscMtMfDdAJfDUrCs@x^_EbAErDp@zD|ArAzA`KvOvA|AxAzAvDnD,6358.78,900,55,4/5/2026 12:24:14,235.0,27.06
134133,Flatbush Ave - Northbound - Fillmore Ave to Kings Hwy,Brooklyn,}p{vF|`fbM_BjBeF|Fu]da@{EfF,3637.56,900,4,4/5/2026 12:24:14,401.5,9.06
139130,Richmond Ave - Northbound - Wainwright Ave to Forest Hill Rd,Staten Island,s|pvFngucM}ANee@s@_MQkJj@,3887.37,900,25,4/5/2026 12:24:14,160.0,24.3
139146,Richmond Ave - Southbound - Wainwright Ave to Amboy Rd,Queens,m|pvFphucMbn@qItP_C`H_A|AWf@YlB{B`J}AbFuApEcF,6482.4,900,19,4/5/2026 12:24:14,271.0,23.92
140120,Beach Channel Dr - Westbound - Beach 140 St to Aviators Sports Complex,Queens,sitvFzvxaMbIdRjB|A~FpOh]p|@|JxXiC|GqcAti@ma@df@wa@ne@,16938.92,900,42,4/5/2026 12:24:14,298.0,56.84
140144,Beach Channel Dr - Eastbound - Beach 140 St to Beach 116 St,Queens,whtvFlvxaM}Rwd@mAuCw@cD_AuJOyQnAcM{@_i@,6413.01,900,36,4/5/2026 12:24:14,179.5,35.73
144140,Beach Channel Dr - Westbound - Beach 116 St to Beach 140 St,Queens,_duvFxptaMbAnh@oAhMRhRx@rI|@`EpUti@,6431.79,900,38,4/5/2026 12:24:14,176.0,36.54
145121,Hylan Blvd - Southbound - Keegans Ln to Richmond Ave,Staten Island,mznvFf~ncM|@lAfDpDzBhDvMzRxH|IfB|@zD`FlZfVrVlZ,7276.22,900,5,4/5/2026 12:24:14,697.0,10.44
145126,Hylan Blvd - Northbound - Keegans Ln to Guyon Ave,Staten Island,oynvF~|ncMgJuQgLeOwC{EiMqOcGsGwD_EcCuD]oAGuAFwA\qE?gCg@{CiAiBmAwA,6489.63,900,4,4/5/2026 12:24:14,1076.0,6.03
146121,Richmond Ave - Southbound - Amboy Rd to Hylan Blvd,Staten Island,crmvFxetcM~IoIzYeXhBeBdByB|JmT,4389.04,900,12,4/5/2026 12:24:14,149.5,29.36
146139,Richmond Ave - Northbound - Amboy Rd to Wainwright Ave,Staten Island,csmvFbetcM{CpDcAp@}D`AaJ|A_@L{AtBs@b@oALwf@xG_a@lF,6450.81,900,38,4/5/2026 12:24:14,251.5,25.65
148150,Rockaway Blvd - Northbound - Brookville Blvd to Farmers Blvd,Queens,qs`wFn~aaMoMtMiKnKyBjDqj@nkAuUjg@}P|`@yBjE,10952.42,900,7,4/5/2026 12:24:14,232.0,47.21
148151,Rockaway Blvd - Southbound - Brookville Blvd to Five-Towns Entrace,Queens,er`wFp_baM~EaFhAkArCsB|DyA|DiA,1729.49,900,155,4/5/2026 12:24:14,39.0,44.35
150147,Rockaway Blvd - Northbound - Farmers Blvd to South Conduit Ave,Queens,cjdwFf|gaM_@v@kTrPoTrQ,3070.28,900,16,4/5/2026 12:24:14,123.5,24.86
151148,Rockaway Blvd - Northbound - Five-Towns Entrance to Brookville Blvd,Queens,{x_wFvkaaM}HdCaEhCuIjI,1785.93,900,4,4/5/2026 12:24:14,564.0,3.17
155180,Seagirt Blvd - Westbound - Beach 9th St to Beach 32nd St,Queens,{_xvFxcbaM`FxUZjFLdEB~TOzNc@hKuBrI]vK|@`S}@~H{AvB,6602.6,900,24,4/5/2026 12:24:14,158.5,41.66
156181,Beach Channel Dr - Eastbound - Beach 90 st to Beach 69 st,Queens,mjvvFnmpaMaByAoJwUGoDPwGUsHs@mCYqD@uC|AkMcByV]w@{G_Fg@uBIkD,6016.21,900,16,4/5/2026 12:24:14,139.5,43.13
157158,Main St - Northbound - Roosevelt Ave to Northern Blvd,Queens,azwwFr|raMwKjEwG`D,1353.43,900,8,4/5/2026 12:24:14,364.5,3.71
157159,Main St - Southbound - Roosevelt Ave to Sanford Ave,Queens,czwwF~}raMzKkEjDcA,1130.14,900,2,4/5/2026 12:24:14,501.0,2.26
157160,Main St @ Roosevelt to Kissena Blvd @ Sanford Ave,Queens,_zwwFx}raMlDsAf@q@fG_N,1258.02,900,6,4/5/2026 12:24:14,377.0,3.34
157163,Roosevelt Ave - Eastbound - Main St to Parsons Blvd,Queens,{ywwFf}raM}Koq@,2356.96,900,10,4/5/2026 12:24:14,184.0,12.81
158157,Main St - Southbound - Northern Blvd to Roosevelt Ave,Queens,koxwFvisaM|GwDfK_E,1342.98,900,14,4/5/2026 12:24:14,530.5,2.53
158165,Northern Blvd - Eastbound - Main St to Union St,Queens,knxwFbhsaMcBoJmBuJ,1094.45,900,70,4/5/2026 12:24:14,109.0,10.04
159176,Sanford Ave - Westbound - Main St to College Pnt Blvd,Queens,ehwwFztraMtKvY,1395.48,900,12,4/5/2026 12:24:14,619.5,2.25
159179,Main St - Southbound - Sanford Ave to Peck Ave,Queens,ahwwFburaM|McE`Bc@zFqC~BmB`BcAnAm@hAIhA@bDT,2811.63,900,8,4/5/2026 12:24:14,255.5,11.0
160157,Kissena Blvd @ Sanford Ave to Main St @ Roosevelt Ave - Northbound,Queens,kkwwFviraMaHbO_ExA,1259.4,900,2,4/5/2026 12:24:14,237.0,5.31
160159,Sanford Avenue - Westbound - Kissena Blvd to Main St,Queens,ckwwFfjraMzAxI,506.67,900,27,4/5/2026 12:24:14,221.0,2.29
161162,Horace Harding Expwy NSR - Westbound - Kissena Blvd to Main St,Queens,e{swFh_paMgAxGuB`JaNxk@,3113.87,900,21,4/5/2026 12:24:14,147.0,21.18
161183,Kissena Blvd - Northbound - Horace Harding Expwy NSR to Holly Ave,Queens,c{swFx~oaMi@@WFqCAqBUsGyA}LsCwAO{AKiAHs]x`@,4752.54,900,2,4/5/2026 12:24:14,859.0,5.53
162175,Horace Harding Expwy - Westbound - Main St to College Pnt Blvd,Queens,_ptwF|_raMWtAqBf`@wAz]w@dD,3237.65,900,10,4/5/2026 12:24:14,105.5,30.69
162179,Main St - Northbound - Horace Harding Expwy to Peck Ave,Queens,cptwFr_raMaXxCgPgA,2490.09,900,6,4/5/2026 12:24:14,185.0,13.46
163157,Roosevelt Ave - Westbound - Parsons Blvd to Main St,Queens,ogxwF`kqaMzKlq@,2353.17,900,13,4/5/2026 12:24:14,349.0,6.74
163164,Parsons Blvd - Northbound - Roosevelt Ave to Northern Blvd,Queens,egxwFpjqaM}QxG,1172.03,900,5,4/5/2026 12:24:14,394.0,2.97
164163,Parsons Blvd - Southbound - Northern Blvd to Roosevel Ave,Queens,_zxwFbtqaM~Q{G,1176.39,900,14,4/5/2026 12:24:14,117.5,10.01
165158,Northern Blvd - Westbound - Union St to Main St,Queens,gvxwFzpraMxDpW,1137.68,900,5,4/5/2026 12:24:14,751.0,1.51
165164,Northern Blvd - Eastbound - Union St to Parsons Blvd,Queens,_uxwF`qraMsAaM{@qN,1336.96,900,12,4/5/2026 12:24:14,729.5,1.83
166169,Jackie Robinson Pkwy - Northbound- Metropolitan Ave to Queens Blvd,Queens,a~mwF~cuaMi@gA{BsHqByIy@aBoByCcBkCoHsPsDyIOo@w@uEy@}D,4068.21,900,179,4/5/2026 12:24:14,57.0,71.37
167166,Jackie Robinson Pkwy - Northbound - Forest Pk Dr to Metropolitan Ave,Queens,gwkwFhyzaMoC_GgBkAoFeAyCo@aC_B{AwBu@}BcAwE[_GDqGx@eJLyD_@oEsD{LeAwIm@cDcAwB_BuCsBaC}CsBcDqCmBcEi@gDK{BKgOOuF]}FoAyEyAuD,9904.74,900,157,4/5/2026 12:24:14,141.0,70.25
175184,College Pnt Blvd - Northbound - Horace Harding Expwy to Booth Memorial Ave,Queens,wxtwFfhtaMwC_FqBwA_IoDaA{@uCcF,1852.28,900,38,4/5/2026 12:24:14,102.0,18.16
176184,College Point Blvd - Southbound - Sanford Ave to Booth Memorial Ave,Queens,k{vwFlpsaM`P_DfBDzInAjHrA,2413.79,900,2,4/5/2026 12:24:14,701.0,3.44
179162,Main St - Southbound - Peck Ave to Horace Harding Expwy,Queens,qzuwFvbraMhPfAvWoC,2473.72,900,10,4/5/2026 12:24:14,150.5,16.44
180155,Seagirt Blvd - Eastbound - Beach 32nd St to Beach 9th St,Queens,u}wvFjwfaMrB{OeA_Wr@yHhAaE\{B`@}JNaIDwSGgHYsHO}AcF}U,6745.41,900,34,4/5/2026 12:24:14,285.0,23.67
181154,Beach Channel Dr - Eastbound - Beach 69 st to Bay 32 st,Queens,igwvFdulaMkAsh@{IeZMeEoCe~@a@iVmAySG_H}BsAoESu@Ys@cAo@oB,9722.75,900,6,4/5/2026 12:24:14,427.5,22.74
181156,Beach Channel Dr - Westbound- Beach 69 st to Beach 90 st,Queens,wgwvFfulaMLxF^bAbHnFRz@j@tJn@dKeBxLL~EfAhGJzGGtLpJdVv@dC,6032.8,900,6,4/5/2026 12:24:14,321.0,18.79
184175,College Pnt Blvd - Southbound - Booth Memorial Ave to Horace Harding Expwy,Queens,sruwFxpsaMdDzF`Ax@dGhC`CtAxDlG,1890.21,900,76,4/5/2026 12:24:14,86.0,21.98
184176,College Point Blvd - Northbound - Booth Memorial Ave to Sanford Ave,Queens,{quwFvosaMU]cT}Cs@CiQjD,2499.96,900,16,4/5/2026 12:24:14,274.0,9.12
188189,5th Avenue  - Southbound - 96 St to 86 St,Manhattan,mk}wFrnkbM|f@~[,2660.26,900,49,4/5/2026 12:24:14,95.0,28.0
189022,5th Avenue - Southbound - 86 St to 72 St,Manhattan,oc|wFrklbMrw@lh@,3778.77,900,43,4/5/2026 12:24:14,257.0,14.7
190191,Lexington Ave - Southbound - 96 St to 86 St,Manhattan,u~|wFjpjbMzf@`\,2658.42,900,21,4/5/2026 12:24:14,139.0,19.13
191021,Lexington Ave - Southbound - 86 St to 72 St,Manhattan,yv{wFhmkbMtw@lh@,3781.98,900,19,4/5/2026 12:24:14,180.0,21.01
192193,2nd Avenue - Southbound - 86th St to 72nd St,Manhattan,wl{wFrujbM`LzH`Bt@`C`Brc@zY,3791.02,900,6,4/5/2026 12:24:14,178.0,21.3
193021,72nd Streeet - Westbound - 2nd Ave to Lexington Ave,Manhattan,etywF|~kbMk@jBy@rB_AvC_DzJ,1202.3,900,17,4/5/2026 12:24:14,128.0,9.39
193055,2nd Avenue - Southbound - 72nd St to 57th St,Manhattan,_tywFb_lbMjz@zi@,3950.2,900,17,4/5/2026 12:24:14,200.0,19.75
194196,Williamsburg Bridge - Eastbound - Manhattan @ Delancey to Brooklyn @ Bedford Ave,Manhattan,_sowFvgqbMrh@ihC,6550.2,900,244,4/5/2026 12:24:14,107.0,61.22
197195,Williamsburg Bridge - Westbound - Brooklyn @ Bedford Ave to Manhattan @ Delancey,Manhattan,aknwFr}lbMwh@fhC,6550.31,900,306,4/5/2026 12:24:14,330.0,19.85
201071,Atlantic Avenue - Westbound - Carlton Ave to Flatbush Ave,Brooklyn,uxhwFpknbMo@bFe@rE}B~QeBhH,1953.12,900,73,4/5/2026 12:24:14,107.0,18.25
202035,Belt Pkwy - Eastbound - 68th St to Bay 8th St,Brooklyn,wn`wFjd{bMr`@|Ol\pLtZhCn^w@|]eFjGoCbHqGxCgE`EgE`OwItDqC`JeM~CqHz@kJg@uVRsI|DkS,17111.81,900,98,4/5/2026 12:24:14,224.5,76.22
203041,57th St - eastbound - QBB UL Entrance to 1 Ave,Manhattan,avwwF`embMbCoH,482.64,900,4,4/5/2026 12:24:14,96.0,5.03
203055,57th St - westbound - QBB UL Entrance to 2 Ave,Manhattan,{vwwFbembM_AvC,239.57,900,11,4/5/2026 12:24:14,41.0,5.84
204008,Madison Avenue - northbound - 23 st to 34 st,Manhattan,wetwFtwqbMqi@_^,2839.04,900,2,4/5/2026 12:24:14,151.0,18.8
3013,57th Street - Westbound - Lexington Ave to Madison Ave,Manhattan,gcxwFvanbM_CpHoCrI,1021.15,0,0,4/5/2026 12:24:14,0.0,0.0
4042,42nd Street - Eastbound - 3rd Ave to 2nd Ave,Manhattan,ybvwFrcobM|DaM,711.89,0,0,4/5/2026 12:24:14,0.0,0.0
6003,57th Street - Westbound - 3rd Ave to Lexington Ave,Manhattan,a_xwFxwmbMeC|H,502.77,0,0,4/5/2026 12:24:14,0.0,0.0
6055,57th Street - Eastbound - 3rd Ave to 2nd Ave,Manhattan,_~wwFhxmbMxD}L,703.44,0,0,4/5/2026 12:24:14,0.0,0.0
8020,34th Street - Eastbound - Madison Ave to 3rd Ave,Manhattan,apuwFxxpbMdCyHjCmIfC_I,1532.57,0,0,4/5/2026 12:24:14,0.0,0.0
8118,34th Street - Westbound - Madison Ave to 5th Ave,Manhattan,{puwFdxpbMeC|H,502.84,0,0,4/5/2026 12:24:14,0.0,0.0
11012,Madison Avenue - Northbound - 42nd St to 49th St,Manhattan,_pvwFpapbMaG{DyJuGwFqD,1841.72,0,0,4/5/2026 12:24:14,0.0,0.0
11014,42nd Street - Westbound - Madison Ave to 5th Ave,Manhattan,mpvwFfapbMgC`I,509.42,0,0,4/5/2026 12:24:14,0.0,0.0
12013,Madison Avenue - Northbound - 49th St to 57th St,Manhattan,ukwwFfmobMk^{U,2092.07,0,0,4/5/2026 12:24:14,0.0,0.0
12015,49th Street - Westbound - Madison Ave to 5th Ave,Manhattan,ukwwFfmobMgCbI,511.81,0,0,4/5/2026 12:24:14,0.0,0.0
13003,57th Street - Eastbound - Madison Ave to Lexington Ave,Manhattan,yjxwFpvnbM|BmHnCuI,1016.97,0,0,4/5/2026 12:24:14,0.0,0.0
13016,57th Street - Eastbound - 5th Ave to Madison Ave,Manhattan,aoxwFr`obMtAkEp@uB,509.36,0,0,4/5/2026 12:24:14,0.0,0.0
14011,42nd Street - Eastbound - 5th Ave to Madison Ave,Manhattan,wsvwF|kpbMdCcI,510.08,0,0,4/5/2026 12:24:14,0.0,0.0
14017,42nd Street - Westbound - 5th Ave to 6th Ave,Manhattan,utvwFhkpbMoGdS,1021.24,0,0,4/5/2026 12:24:14,0.0,0.0
14118,5th Avenue - Southbound - 42nd St to 34th St,Manhattan,ktvwFpkpbMt^xU,2106.79,0,0,4/5/2026 12:24:14,0.0,0.0
15014,5th Avenue - Southbound - 49th St to 42th St,Manhattan,}owwFhwobMvFxDzFrD`KzG,1848.97,0,0,4/5/2026 12:24:14,0.0,0.0
15018,49th Street - Westbound - 5th Ave to 6th Ave,Manhattan,}owwFhwobMoGdS,1021.19,0,0,4/5/2026 12:24:14,0.0,0.0
16013,57th Street - Westbound - Madison Ave to 5th Ave,Manhattan,wkxwF|unbMqAdEu@zB,509.39,0,0,4/5/2026 12:24:14,0.0,0.0
16015,5th Avenue - Southbound - 57th St to 49th St,Manhattan,ooxwFh`obMdC`B|BxAxB`BzB~A`CpAvFtD|BxA,2105.11,0,0,4/5/2026 12:24:14,0.0,0.0
17014,42nd Street - Eastbound - 6th Ave to 5th Ave,Manhattan,i|vwFb`qbMpGeS,1023.02,0,0,4/5/2026 12:24:14,0.0,0.0
19016,57th Street - Eastbound - 6th Ave to 5th Ave,Manhattan,qwxwFztobMnGgS,1023.54,0,0,4/5/2026 12:24:14,0.0,0.0
