sid,link_name,borough,polyline,link_length_ft,aggregation_period_sec,n_samples,median_calculation_timestamp,median_tt_sec,median_speed_fps
23118,34th Street - Eastbound - 6th Ave to 5th Ave,Manhattan,w|uwFzvqbMlGeS,1019.53,0,0,4/5/2026 12:24:14,0.0,0.0
24026,Belt Pkwy - Westbound - Cross Bay Blvd to Pennsylvania Ave,Brooklyn,grewFbeuaMfH`UFb@rEpMtHtQlBrDvEpHrO|SdJ`NzAfCnIpOtXjn@hBjDdGhJdE|EjE~DnEdDdIlE,12915.87,0,0,4/5/2026 12:24:14,0.0,0.0
26034,Belt Pkwy - Westbound - Erskine St to Flatbush Ave,Queens,ccawFb~{aMhf@tRpGhDpHbGvHfI|FtI|b@rv@tE`GxD~CvCnBdDvA|FlA|D\hE@`Rs@hLK|HDrH\dDb@pDt@pGdBjCb@rRpBjBv@fCdBzA|A`FpHbBbE|C~JbCpFfDlErEhD,20198.01,0,0,4/5/2026 12:24:14,0.0,0.0
29150,Belt Pkwy EB @ Cross Bay Blvd - Rockaway Blvd @ Farmers Blvd,Queens,mqewFdcuaM_B_Hy@cGEiFnAaKzByL|@yI`A}Gf@aKbFoNWiNbEmn@`@}M}@mHgHmWkBwTY}Vx@sZb@mIzHm`A`DmQhJ{YbBaJ|AgE,19472.98,0,0,4/5/2026 12:24:14,0.0,0.0
30171,Henry Hudson Pkwy - Northbound - 57th St to 79th St,Manhattan,{dzwFx~rbMgUiNyT{NgJmGcIaHqMuIsF_D,5856.76,0,0,4/5/2026 12:24:14,0.0,0.0
33024,Belt Pkwy - Westbound - East of JFK to Crossbay Blvd.,Queens,qxewFjriaMlCnl@LdEX~W@jHIdMy@xy@QjBMrXx@vIrAzFlDbQb@vEFpHk@~[e@zRw@zOu@zGcCdMwAlJIhHf@bF|B`L,16703.62,0,0,4/5/2026 12:24:14,0.0,0.0
38054,8th Avenue - Northbound - 49th St to 57th St,Manhattan,kgxwF`oqbM}B{A}B{A{ByA}B{A{ByA}B}A}ByAeCaB,2108.84,0,0,4/5/2026 12:24:14,0.0,0.0
39085,49th Street - Westbound - 9th Ave to 10th Ave,Manhattan,{nxwFx`rbMoFvP,898.58,0,0,4/5/2026 12:24:14,0.0,0.0
40041,1st Avenue - Northbound - 49th St to 57th St,Manhattan,yrvwFnrmbMu^cV,2113.41,0,0,4/5/2026 12:24:14,0.0,0.0
42048,42nd Street - Eastbound - 2nd Ave to 1st Ave,Manhattan,{|uwFrunbMhEyM,751.53,0,0,4/5/2026 12:24:14,0.0,0.0
44020,3rd Avenue - Northbound - 23rd St to 34th St,Manhattan,sxswFrypbMaj@k^,2871.1,0,0,4/5/2026 12:24:14,0.0,0.0
44105,23rd Street - Eastbound - 3rd Ave to 2nd Ave,Manhattan,_xswF~ypbMzDqL,690.93,0,0,4/5/2026 12:24:14,0.0,0.0
47023,6th Avenue - Northbound - 23rd St to 34th ST,Manhattan,artwF~urbMeCaB}]oUMOoFmD,2874.47,0,0,4/5/2026 12:24:14,0.0,0.0
47106,23rd Street - Westbound - 6th Ave to 7th Ave,Manhattan,_stwFjurbMiF`Q,905.67,0,0,4/5/2026 12:24:14,0.0,0.0
50082,23rd Street - Westbound - 8th Ave to 9th Ave,Manhattan,sauwFbysbMqF~P,910.2,0,0,4/5/2026 12:24:14,0.0,0.0
51043,72nd Street - Eastbound - Broadway to Columbus Ave (9th Ave),Manhattan,{q{wF~rpbM^qAnFsP,1021.03,0,0,4/5/2026 12:24:14,0.0,0.0
52054,57th Street - Westbound - Broadway to 8th Ave,Manhattan,_eywFtqpbMoA|D,300.32,0,0,4/5/2026 12:24:14,0.0,0.0
61057,34th Street - Eastbound - 9th Ave to 8th Ave,Manhattan,esvwFflsbMlFyP,899.34,0,0,4/5/2026 12:24:14,0.0,0.0
61082,9th Avenue - Southbound - 34th St to 23rd St,Manhattan,usvwF|ksbMtVjPxLbIpDbC,2876.39,0,0,4/5/2026 12:24:14,0.0,0.0
65063,Lily Pond Ave @ Verrazano-Narrows Br Exit - Father Capodanno Blvd @ Seaview Ave - SB,Staten Island,klyvFt~`cMtQoDdA_@fHiExMqJj@KZN`A~AfBrA`ATtFJdDhAvBhD~EvG`DxDtDxDlFrFjBfBvEjDvHzF|CpE~ErFfFxEhJdKd@v@nCvC,10671.4,0,0,4/5/2026 12:24:14,0.0,0.0
67068,Narrows Rd South - Eastbound - Hylan Blvd to Fingerboard Rd,Staten Island,ewyvFfbccMj@aLxBkOxE{O,2190.4,0,0,4/5/2026 12:24:14,0.0,0.0
71070,Flatbush Ave - Northbound - Atlantic Ave to Willoughvy St,Brooklyn,waiwFntobMwDfCk@ZaIlFcLhHaFvBiLpE,3291.08,0,0,4/5/2026 12:24:14,0.0,0.0
71117,Atlantic Avenue - Westbound - Flatbush Ave to Boerum Pl,Brooklyn,eciwFjvobMqPll@kLhb@,4004.42,0,0,4/5/2026 12:24:14,0.0,0.0
72117,Atlantic Avenue - Eastbound - BQE Exit to Boerum Pl,Brooklyn,mnjwFhusbMjHy`@tBcJ,2130.79,0,0,4/5/2026 12:24:14,0.0,0.0
76045,1st Avenue - Northbound - 14th St to 23rd St,Manhattan,wirwF~upbMia@aX,2289.12,0,0,4/5/2026 12:24:14,0.0,0.0
78061,34th Street - Eastbound - 10th Ave to 9th Ave,Manhattan,szvwF`~sbMlFyP,899.33,0,0,4/5/2026 12:24:14,0.0,0.0
78109,10th Avenue - Northbound - 34th St to 42nd St,Manhattan,a{vwFv}sbMu^}U,2109.4,0,0,4/5/2026 12:24:14,0.0,0.0
79078,10th Avenue - Northbound - 23rd St to 34th St,Manhattan,_puwFb}tbMcj@m^,2875.54,0,0,4/5/2026 12:24:14,0.0,0.0
79082,23rd Street - Eastbound - 10th Ave to 9th Ave,Manhattan,uouwFh}tbMjFqP,887.96,0,0,4/5/2026 12:24:14,0.0,0.0
79104,23rd Street - Westbound - 10th Ave to 11th Ave,Manhattan,{puwFl|tbMoF~P,908.41,0,0,4/5/2026 12:24:14,0.0,0.0
80108,11th Avenue - Southbound - 42nd St to 34th St,Manhattan,gbxwFpxsbMt^|U,2109.39,0,0,4/5/2026 12:24:14,0.0,0.0
82050,23rd Street - Eastbound - 9th Ave to 8th Ave,Manhattan,ihuwFtktbMnF}P,906.01,0,0,4/5/2026 12:24:14,0.0,0.0
82079,23rd Street - Westbound - 9th Ave to 10th Ave,Manhattan,eiuwF`ktbMkFtP,892.8,0,0,4/5/2026 12:24:14,0.0,0.0
82110,9th Avenue - Southbound - 23rd St to 14th St,Manhattan,qhuwFrktbMhYfRTPPTzE`D,2307.5,0,0,4/5/2026 12:24:14,0.0,0.0
86087,Woodhaven Blvd - Southbound - Jamaica Ave to Rockaway Blvd,Queens,q}jwFvhwaMxBiArEyBdCgAtGyCdGcDtEmEtCyCpD{BfI}CvKgEdGiB,5137.84,0,0,4/5/2026 12:24:14,0.0,0.0
86099,Woodhaven Blvd - Northbound - Jamaica Ave to Myrtle Ave,Queens,s~jwFnewaMuAd@iC`@qG|@{GOwBO{GpDeEpEmBvB_B^wDG,3480.9,0,0,4/5/2026 12:24:14,0.0,0.0
87086,Woodhaven Blvd - Northbound - Rockaway Blvd to Jamaica Ave,Queens,emhwFfwuaMeASgGbBkKrEkIdDkDjBoDhDgEdDaD|BaH`DyEtBiI`D,5225.04,0,0,4/5/2026 12:24:14,0.0,0.0
88089,Cross Bay Blvd - Southbound - 156th Ave to North Channel Br,Queens,{eewFxbuaMdIkAdIwA~IyAzSkDtSuC~SkD~RyC~ZgM~OqH`EiC,10000.02,0,0,4/5/2026 12:24:14,0.0,0.0
89088,Cross Bay Blvd -  Northbound - North Channel Br to 156th Ave,Queens,ua`wFnisaMsEnCu[nNwFdCiC`AsEdAoIjAwEp@uHlAgEt@eC^_NvBkHhAeFt@}SfDsS`D,9961.11,0,0,4/5/2026 12:24:14,0.0,0.0
89090,Cross Bay Blvd - Southbound - North Channel Br to Jamaica Wildlife Preserve,Queens,_a`wFnjsaMjA_AbGoElEaCfCgAtCcAfEgApWaF{MjCjQiDxCk@xDu@hDq@nHsA~L_ChJ{BfCw@fFmClDgC,9659.13,0,0,4/5/2026 12:24:14,0.0,0.0
90089,Cross Bay Blvd - Northbound - Jamaica Wildlife Preserve to North Channel Br,Queens,ma|vFptqaMmG|DoF~BwFzAeFdAeIzAyGlAyHvAyDt@{GtAgHnAcGlA_F`AoGtByFrCsEvCmEjD,7893.01,0,0,4/5/2026 12:24:14,0.0,0.0
90091,Cross Bay Blvd - Southbound - Jamaica Wildlife Preserve to W 6 Rd,Queens,w`|vFlvqaMbR}OhCiBjCoBxAu@|Aq@jCw@zDY`CD,3149.57,0,0,4/5/2026 12:24:14,0.0,0.0
91090,Cross Bay Blvd - Northbound - W 6th Rd to Jamaica Wildlife Reserve,Queens,mpzvFdwpaMgCGmCNqC\yBx@wAh@iEhD{FrEeNxK,3220.45,0,0,4/5/2026 12:24:14,0.0,0.0
92091,Cross Bay Blvd - Northbound - W 20th Rd to W 6th Rd,Queens,wmxvFtaqaM{Go@gC_@}K{@cL}@gGk@sGk@uIs@,3925.39,0,0,4/5/2026 12:24:14,0.0,0.0
93094,Ocean Pkwy - Southbound - Kings Hwy to Avenue U,Brooklyn,axyvFpumbMtR}B`\mD,2875.74,0,0,4/5/2026 12:24:14,0.0,0.0
95096,Woodhaven Blvd - Southbound - Furmanville Ave to Metropolitan Ave,Queens,kdpwFj{yaMba@ma@lCo@~CArGN,3570.91,0,0,4/5/2026 12:24:14,0.0,0.0
96095,Woodhaven Blvd - Northbound - Metropolitan Ave to Furmanville Ave,Queens,wonwFbuxaMsK_@yEhAoF`GoBtB_V`V,3661.2,0,0,4/5/2026 12:24:14,0.0,0.0
96097,Woodhaven Blvd - Southbound - Metropolitan Ave to Union Turnpike,Queens,epnwFzwxaMdADvZgChAUzAo@hCqB,2374.44,0,0,4/5/2026 12:24:14,0.0,0.0
97096,Woodhaven Blvd - Northbound - Union Turnpike to Metropolitan Ave,Queens,iimwFpkxaMkBhBaBx@kHz@aMv@sGX,2324.14,0,0,4/5/2026 12:24:14,0.0,0.0
99086,Woodhaven Blvd - Southbound - Myrtle Ave to Jamaica Ave,Queens,kvlwF~{waMhFKtDyC~CuChHgEpCJxGLvKmAlBk@,3532.76,0,0,4/5/2026 12:24:14,0.0,0.0
105044,23rd Street - Westbound - 2nd Ave to 3rd Ave,Manhattan,ssswFbkpbMsD~L,700.84,0,0,4/5/2026 12:24:14,0.0,0.0
106047,23rd Street - Eastbound - 7th Ave to 6th Ave,Manhattan,_ytwFjhsbMjFaQ,907.4,0,0,4/5/2026 12:24:14,0.0,0.0
106050,23rd Street - Westbound - 7th Ave to 8th Ave,Manhattan,gztwFlgsbMoFnP,889.13,0,0,4/5/2026 12:24:14,0.0,0.0
108078,34th Street - Eastbound - 11th Ave to 10th Ave,Manhattan,{awwFzotbMfFwP,891.65,0,0,4/5/2026 12:24:14,0.0,0.0
114115,Surf Avenue and Stillwell Ave to Ocean Pkwy and Sea Breeze Ave - Eastbound,Brooklyn,s{svFdmpbMToSdCiZl@}Kk@uI}A}E,3557.5,0,0,4/5/2026 12:24:14,0.0,0.0
114137,Stillwell Ave - Northbound - Surf Ave to Neptune Ave,Brooklyn,g|svFvlpbMmJtAmJ|@,1351.27,0,0,4/5/2026 12:24:14,0.0,0.0
115100,Ocean Pkwy - Northbound - Sea Breeze Ave to Shore Pkwy,Brooklyn,kysvFt~mbMcz@yL,3505.03,0,0,4/5/2026 12:24:14,0.0,0.0
115114,Ocean Pkwy and Sea Breeze Ave to Surf Ave and Stillwell Ave - Westbound,Brooklyn,}zsvFranbMhBfEXjKy@~GoB~U]nX,3473.22,0,0,4/5/2026 12:24:14,0.0,0.0
116080,11th Avenue - Southbound - 49th St to 42nd St,Manhattan,y}xwFldsbMpZ`S,1837.13,0,0,4/5/2026 12:24:14,0.0,0.0
117071,Atlantic Avenue - Eastbound - Boerum Pl to Flatbush Ave,Brooklyn,oajwFxhrbMtLkc@tQin@,4158.51,0,0,4/5/2026 12:24:14,0.0,0.0
117072,Atlantic Avenue - Westbound - Boerum Pl to BQE Exit,Brooklyn,mbjwFdhrbMqBxImH|`@,2121.64,0,0,4/5/2026 12:24:14,0.0,0.0
118008,34th Street - Eastbound - 5th Ave to Madison Ave,Manhattan,gtuwFtbqbMdC{H,500.43,0,0,4/5/2026 12:24:14,0.0,0.0
118023,34th Street - Westbound - 5th Ave to 6th Ave,Manhattan,auuwFdbqbMqG|R,1013.44,0,0,4/5/2026 12:24:14,0.0,0.0
119061,9th Avenue - Southbound - 37th St to 34th St,Manhattan,s_wwFdcsbM|JvG,797.0,0,0,4/5/2026 12:24:14,0.0,0.0
120135,Flatbush Ave - Northbound - Aviators Sports Complex to Golf Course,Brooklyn,exvvFpv`bMocAlkA,5240.62,0,0,4/5/2026 12:24:14,0.0,0.0
121127,Hylan Blvd - Southbound - Richmond Ave to Arden Ave,Staten Island,ozkvFvercMrLvKzBrBn@~@`CrHzBtGpBzG,2758.7,0,0,4/5/2026 12:24:14,0.0,0.0
121145,Hylan Blvd - Northbound - Richmond Ave to Keegans Ln,Staten Island,uykvFtdrcMqTwWyHaHuRmOyD{EuDiCiF}GaRgXyEaG,7266.26,0,0,4/5/2026 12:24:14,0.0,0.0
122134,Flatbush Ave - Northbound - Avenue U to Fillmore Ave,Brooklyn,krzvFp}dbMuIbKmHxJiIvJ,2379.05,0,0,4/5/2026 12:24:14,0.0,0.0
122135,Flatbush Ave - Southbound - Avenue U to Golf Course,Brooklyn,cqzvFp_ebMtYw\vYw\,4084.31,0,0,4/5/2026 12:24:14,0.0,0.0
133134,Flatbush Ave - Southbound - Kings Hwy to Fillmore Ave,Brooklyn,i`}vFfwgbMbFoFhIsJr]aa@,3664.03,0,0,4/5/2026 12:24:14,0.0,0.0
134122,Flatbush Ave - Southbound - Fillmore Ave to Avenue U,Brooklyn,ep{vF|afbMx]{a@,2371.24,0,0,4/5/2026 12:24:14,0.0,0.0
135120,Flatbush Ave - Southbound - Golf Course to Aviators Sports Complex,Brooklyn,u{xvFbdcbMtcAmjA,5220.49,0,0,4/5/2026 12:24:14,0.0,0.0
135122,Flatbush Ave - Northbound - Golf Course to Avenue U,Brooklyn,s|xvFzbcbMe]n`@wKfKeJhK,4076.2,0,0,4/5/2026 12:24:14,0.0,0.0
137114,Stillwell Ave - Southbound - Neptune Ave to Surf Ave,Brooklyn,astvF|rpbMnJeAjJoA,1351.37,0,0,4/5/2026 12:24:14,0.0,0.0
144092,Beach Channel Dr - Eastbound - Beach 116 St to Cross Bay Blvd @ 20 Rd,Queens,wbuvFdptaM[}ByGkZwB{MQ_GqJog@yCoMqDwJImC[kAoBm@aAl@uDdD_CpAwGbB}[bG}Oq@,10359.6,0,0,4/5/2026 12:24:14,0.0,0.0
147150,Rockaway Blvd - Southbound - South Conduit Ave to Farmers Blvd,Queens,}uewFhdiaMbNeLdNyK`DkA|CDv@kDhAyC,3224.15,0,0,4/5/2026 12:24:14,0.0,0.0
150148,Rockaway Blvd - Southbound - Farmers Blvd to Brookville Blvd ,Queens,qidwF|}gaMbCyEzBsFbWqk@lV{g@da@e{@|LyMtNoN,11004.77,0,0,4/5/2026 12:24:14,0.0,0.0
154181,Beach Channel Dr - Westbound - Bay 32 st to Beach 69 st,Queens,emxvFzlfaMl@hBbAtAb@RzEh@~@^t@|@HzDhAbUvA~n@zAjj@dJh[vAzh@,9665.09,0,0,4/5/2026 12:24:14,0.0,0.0
154182,Beach Channel Dr - Eastbound - Bay 32 st to Mott Ave,Queens,wlxvFflfaMyKyYgBeC_A_EaDcGqH_QoFiBg@Y,3942.33,0,0,4/5/2026 12:24:14,0.0,0.0
157177,Roosevelt Ave - Westbound - Main St to College Pnt Blvd,Queens,kzwwFt}raMpFlUFrA,1202.78,0,0,4/5/2026 12:24:14,0.0,0.0
158185,Northern Blvd - Westbound - Main St to Northern Blvd Br,Queens,opxwFhisaMz@pFKbNTrF,1360.33,0,0,4/5/2026 12:24:14,0.0,0.0
159157,Main St - Northbound - Sanford Ave to Roosevelt Ave,Queens,khwwFftraMwJnDgEzA,1114.01,0,0,4/5/2026 12:24:14,0.0,0.0
160183,Kissena Blvd - Southbound - Sanford Ave to Holly Ave,Queens,akwwFtjraMlB}DhFgHzH_KfIaK|HuI,3254.72,0,0,4/5/2026 12:24:14,0.0,0.0
164165,Northern Blvd - Westbound - Parsons Blvd to Union St,Queens,szxwF`tqaMv@xMhAzL,1290.85,0,0,4/5/2026 12:24:14,0.0,0.0
166167,Jackie Robinson Pkwy - Southbound - Metropolitan Ave to Forest Pk Dr,Queens,c~mwFveuaM~@zBr@tCp@zGTrIFhMRdCVlBf@tBlAbCjAvAlHpFzBtC|BnFdBxMlDpLR`CFlC}@xJObGH|El@jFdAlEpBhDjDzBfEx@`FvAtBdCbAxC,9838.75,0,0,4/5/2026 12:24:14,0.0,0.0
167168,Jackie Robinson Pkwy - Southbound - Forest Pk Dr to Jamaica Av,Queens,}ykwFlvzaMn@jBXhBjAjMdArCxH~IlCxAh@x@b@dBz@bBz@`@vCf@T|@JdAtAbUdDnTrCrTbAtC|UfR|MnM`H~ExBz@lFPnFp@xDtA,11281.34,0,0,4/5/2026 12:24:14,0.0,0.0
168167,Jackie Robinson Pkwy - Northbound - Jamaica Ave to Forest Pk Dr,Queens,mbhwF```bMaHqBuGUsCi@gCsA}EiDqHwH{XyTiAwAo@qByBqQ_EcWmAsUa@yBkAq@kCo@[s@uAsDgAu@}A{@kE{EwByBw@wCkA{Ko@aE,11106.63,0,0,4/5/2026 12:24:14,0.0,0.0
169166,Jackie Robinson Pkwy - Southbound - Queens Blvd to Metropolitan Ave,Queens,kcowF`wraMrAvGh@|CtFbNbGxMfFnIl@rB`B|GlA~DhBvD,4126.65,0,0,4/5/2026 12:24:14,0.0,0.0
170095,Woodhaven Blvd - Southbound - Dry Harbor Rd to Furmanville Ave,Queens,qsqwFj}zaMvSgI|QiPjFuE,3160.37,0,0,4/5/2026 12:24:14,0.0,0.0
171031,Henry Hudson Pkwy - Southbound - 79th St to 57th St,Manhattan,a}|wFz_qbMdWdPrCrCvMpJvZdS|MvI,5785.32,0,0,4/5/2026 12:24:14,0.0,0.0
171172,Henry Hudson Pkwy - Northbound - 79th St to 99th St,Manhattan,i||wFh~pbMkGwCsHsB_Cu@uCmAwCuAeGoD_FoDwEqEgKuMgD{B_IkB,5376.95,0,0,4/5/2026 12:24:14,0.0,0.0
172171,Henry Hudson Pkwy - Southbound - 99th St to 79th St,Manhattan,}m_xFliobMvEvAzEhCjEfEdEhFjElE|EvDlJtFnEjBlEvAlHpBtFdC,5361.0,0,0,4/5/2026 12:24:14,0.0,0.0
172173,Henry Hudson Pkwy - Northbound - 99th St to 125th St,Manhattan,kk_xFbhobMuG}AcGgC{FgDkFkD{^}V{I{EwIoFoIeGwIgEqIqGaIeI,8453.9,0,0,4/5/2026 12:24:14,0.0,0.0
173172,Henry Hudson Pkwy - Southbound - 125th St to 99th St,Manhattan,ykcxFvolbMnOxOhNdIjH|EtW`OnJvGvN`KlOpJ|FjCrG~A,8397.24,0,0,4/5/2026 12:24:14,0.0,0.0
173174,Henry Hudson Pkwy - Northbound - 125th St to GWB,Manhattan,}jcxFrnlbMwNeMcSiNea@w]wSqFwTkEeDiByKwJ_JuE}MiC}M_@}UaH,12554.86,0,0,4/5/2026 12:24:14,0.0,0.0
174173,Henry Hudson Pkwy - Southbound - GWB to 125th St,Manhattan,ooixF|jibMpFhAvTWdJNxI|AzJtDfPpNd[nGnKjCrIrF|]vZ``@`Y,12554.79,0,0,4/5/2026 12:24:14,0.0,0.0
176177,College Pnt Blvd - Northbound - Sanford Ave to Roosevelt Ave,Queens,}{vwFhosaMcTbF,1272.67,0,0,4/5/2026 12:24:14,0.0,0.0
177157,Roosevelt Ave - Eastbound - College Pnt Blvd to Main St,Queens,_qwwFjvsaMi@oAsFkU,1219.27,0,0,4/5/2026 12:24:14,0.0,0.0
177176,College Pnt Blvd - Southbound - Roosevelt Ave to Sanford Ave,Queens,upwwFrwsaM|S_F,1260.7,0,0,4/5/2026 12:24:14,0.0,0.0
177178,College Pnt Blvd - Northbound - Roosevelt Ave to 35th Ave,Queens,urwwFzvsaMwShEeGv@sBxA,1972.47,0,0,4/5/2026 12:24:14,0.0,0.0
178177,College Pnt Blvd - Southbound - 35th Ave to Roosevelt Ave,Queens,asxwFhbtaMdB_AnJoA|PsD,1962.43,0,0,4/5/2026 12:24:14,0.0,0.0
179159,Main St  - Northbound - Peck Ave to Sanford Ave,Queens,mzuwF`braMaHSi@FsD~BiCpBkEnBcRxF,2848.55,0,0,4/5/2026 12:24:14,0.0,0.0
182154,Beach Channel Dr - Westbound - Mott Ave to Bay 32 St,Queens,ovyvFfjdaM\RzEpAh@z@bFtLdCdFlAvBv@|CzBzCvK|Y,3908.23,0,0,4/5/2026 12:24:14,0.0,0.0
183160,Kissena Blvd  - Northbound - Holly Ave to Sanford Ave,Queens,obvwFdxpaMiI~I_IxJyH~JkDtE_ArAcBtD,3244.32,0,0,4/5/2026 12:24:14,0.0,0.0
183161,Kissena Blvd -  Southbound - Holly Ave to Horace Harding Expwy NSR,Queens,ibvwFrxpaMpJiKnEgFvEsF~CqDTQf@OnBDlALvHfBbMlCtANfADvAAPH\?,4711.01,0,0,4/5/2026 12:24:14,0.0,0.0
185158,Northern Blvd - Eastbound - Northern Blvd Br to Main St,Queens,kmxwFlgtaMSoFJoNa@iG,1391.89,0,0,4/5/2026 12:24:14,0.0,0.0
76083,14th Street – westbound – 1st Avenue to Union Sqr. East / Broadway,Manhattan,ejrwFzupbMwTjr@,2604.02,0,0,4/5/2026 12:24:14,0.0,0.0
83107,14th Street – westbound – Union Sqr. East / Broadway to 7th Avenue,Manhattan,_`swFfirbMmVrv@,2817.72,0,0,4/5/2026 12:24:14,0.0,0.0
107083,14th Street – eastbound – 7th Avenue to Union Sqr. East / Broadway,Manhattan,{vswFratbMxVuw@,2869.41,0,0,4/5/2026 12:24:14,0.0,0.0
83076,14th Street – eastbound – Union Sqr. East / Broadway to 1st Avenue,Manhattan,a_swF|hrbMpTar@,2589.23,0,0,4/5/2026 12:24:14,0.0,0.0
75107,14th Street – eastbound – 11 Ave/Rt 9A to 7th Ave,Manhattan,imtwFzvubMpUut@,2716.64,0,0,4/5/2026 12:24:14,0.0,0.0
107075,14th Street – westbound – 7th Ave to 11 Ave/Rt 9A,Manhattan,iwswF~`tbMoUjt@,2705.75,0,0,4/5/2026 12:24:14,0.0,0.0
199200,Battery Park Underpass - West St (Southbound) to FDR Dr (Northbound),Manhattan,admwF|kwbMfBBlIcBfGcFp@uFUqD]}C,2214.93,0,0,4/5/2026 12:24:14,0.0,0.0
200199,Battery Park Underpass - FDR Dr (Southbound) to West St (Northbound),Manhattan,ynlwFbqvbMb@tGSjC_@|AkBpB_CvAoD~@yC^oB?,2066.47,0,0,4/5/2026 12:24:14,0.0,0.0
44204,23rd Street- westbound - 3 ave to madison ave,Manhattan,_yswFvypbMsKx\,1509.65,0,0,4/5/2026 12:24:14,0.0,0.0
204047,23rd Street - westbound - madison ave to 6 ave,Manhattan,yetwFzwqbMmKz\,1507.02,0,0,4/5/2026 12:24:14,0.0,0.0
47204,23rd Street - eastbound - 6 ave to madison ave,Manhattan,{qtwF~urbMlKy\,1505.12,0,0,4/5/2026 12:24:14,0.0,0.0
204044,23rd Street - eastbound - madison ave to 3 ave,Manhattan,getwFxwqbMtK{\,1514.96,0,0,4/5/2026 12:24:14,0.0,0.0
