"sid","link_name","borough","polyline","link_length_ft","aggregation_period_sec","n_samples","median_calculation_timestamp","median_tt_sec","median_speed_fps"
"113111","Ocean Pkwy - Northbound - Avenue I to Ditmas Ave","Brooklyn","c{}vF|inbMa{@nJ","3542.67","900","118","3/16/2026 16:15:01","224.5","15.78"
"116080","11th Avenue - Southbound - 49th St to 42nd St","Manhattan","y}xwFldsbMpZ`S","1837.13","900","6","3/16/2026 16:15:01","123.5","14.88"
"118023","34th Street - Westbound - 5th Ave to 6th Ave","Manhattan","auuwFdbqbMqG|R","1013.44","900","11","3/16/2026 16:15:01","106","9.56"
"119061","9th Avenue - Southbound - 37th St to 34th St","Manhattan","s_wwFdcsbM|JvG","797","900","2","3/16/2026 16:15:01","27","29.52"
"120140","Flatbush Ave - Southbound - Aviators Sports Complex to Beach 140 st","Brooklyn","}vvvFtx`bMdhAwpApc@_Tv\mRnBqHiq@ehBgEgFgG_M","17122.83","900","50","3/16/2026 16:15:01","308","55.59"
"121127","Hylan Blvd - Southbound - Richmond Ave to Arden Ave","Staten Island","ozkvFvercMrLvKzBrBn@~@`CrHzBtGpBzG","2758.7","900","23","3/16/2026 16:15:01","64","43.1"
"121145","Hylan Blvd - Northbound - Richmond Ave to Keegans Ln","Staten Island","uykvFtdrcMqTwWyHaHuRmOyD{EuDiCiF}GaRgXyEaG","7266.26","900","18","3/16/2026 16:15:01","271","26.81"
"121146","Richmond Ave - Northbound - Hylan Blvd to Amboy Rd","Staten Island","ozkvF`ercMqI`RaAvB_k@fh@","4405.32","900","5","3/16/2026 16:15:01","174","25.32"
"125127","Hylan Blvd - Northbound - Huguenot Ave to Arden Ave","Staten Island","syivFpmxcMgO}k@YiBOgCv@wt@UwDo@iDsNqd@","7349.52","900","22","3/16/2026 16:15:01","277.5","26.48"
"127121","Hylan Blvd - Northbound - Arden Ave to Richmond Ave","Staten Island","i{jvFxrscMoFuP_CiHoAcBwOwN","2776.11","900","34","3/16/2026 16:15:01","140.5","19.76"
"127125","Hylan Blvd - Southbound - Arden Ave to Huguenot Ave","Staten Island","}{jvFnsscMfFfPhG`SZpAR|AF`ADzBY`[]~TJtCL~AfAvFv@nCzK~b@","7338.97","900","70","3/16/2026 16:15:01","158","46.45"
"128068","Hylan Blvd - Northbound - West Fingerboard Rd to Narrows Rd South (via Fingerboard Rd)","Staten Island","gnxvFpebcM_A[}AIaANKHsGrAcAiDo@qBOaAFcACSQw@Ua@_GiB","2262.17","900","7","3/16/2026 16:15:01","50","45.24"
"133134","Flatbush Ave - Southbound - Kings Hwy to Fillmore Ave","Brooklyn","i`}vFfwgbMbFoFhIsJr]aa@","3664.03","900","3","3/16/2026 16:15:01","204","17.96"
"134133","Flatbush Ave - Northbound - Fillmore Ave to Kings Hwy","Brooklyn","}p{vF|`fbM_BjBeF|Fu]da@{EfF","3637.56","900","42","3/16/2026 16:15:01","283","12.85"
"139146","Richmond Ave - Southbound - Wainwright Ave to Amboy Rd","Queens","m|pvFphucMbn@qItP_C`H_A|AWf@YlB{B`J}AbFuApEcF","6482.4","900","59","3/16/2026 16:15:01","324","20.01"
"140120","Beach Channel Dr - Westbound - Beach 140 St to Aviators Sports Complex","Queens","sitvFzvxaMbIdRjB|A~FpOh]p|@|JxXiC|GqcAti@ma@df@wa@ne@","16938.92","900","70","3/16/2026 16:15:01","241","70.29"
"140144","Beach Channel Dr - Eastbound - Beach 140 St to Beach 116 St","Queens","whtvFlvxaM}Rwd@mAuCw@cD_AuJOyQnAcM{@_i@","6413.01","900","77","3/16/2026 16:15:01","155","41.37"
"144140","Beach Channel Dr - Westbound - Beach 116 St to Beach 140 St","Queens","_duvFxptaMbAnh@oAhMRhRx@rI|@`EpUti@","6431.79","900","91","3/16/2026 16:15:01","162","39.7"
"145121","Hylan Blvd - Southbound - Keegans Ln to Richmond Ave","Staten Island","mznvFf~ncM|@lAfDpDzBhDvMzRxH|IfB|@zD`FlZfVrVlZ","7276.22","900","12","3/16/2026 16:15:01","196.5","37.03"
"146121","Richmond Ave - Southbound - Amboy Rd to Hylan Blvd","Staten Island","crmvFxetcM~IoIzYeXhBeBdByB|JmT","4389.04","900","25","3/16/2026 16:15:01","130","33.76"
"146139","Richmond Ave - Northbound - Amboy Rd to Wainwright Ave","Staten Island","csmvFbetcM{CpDcAp@}D`AaJ|A_@L{AtBs@b@oALwf@xG_a@lF","6450.81","900","34","3/16/2026 16:15:01","204.5","31.54"
"147150","Rockaway Blvd - Southbound - South Conduit Ave to Farmers Blvd","Queens","}uewFhdiaMbNeLdNyK`DkA|CDv@kDhAyC","3224.15","900","2","3/16/2026 16:15:01","503","6.41"
"148150","Rockaway Blvd - Northbound - Brookville Blvd to Farmers Blvd","Queens","qs`wFn~aaMoMtMiKnKyBjDqj@nkAuUjg@}P|`@yBjE","10952.42","900","30","3/16/2026 16:15:01","279","39.26"
"150148","Rockaway Blvd - Southbound - Farmers Blvd to Brookville Blvd ","Queens","qidwF|}gaMbCyEzBsFbWqk@lV{g@da@e{@|LyMtNoN","11004.77","900","3","3/16/2026 16:15:01","475","23.17"
"154182","Beach Channel Dr - Eastbound - Bay 32 st to Mott Ave","Queens","wlxvFflfaMyKyYgBeC_A_EaDcGqH_QoFiBg@Y","3942.33","900","5","3/16/2026 16:15:01","201","19.61"
"155180","Seagirt Blvd - Westbound - Beach 9th St to Beach 32nd St","Queens","{_xvFxcbaM`FxUZjFLdEB~TOzNc@hKuBrI]vK|@`S}@~H{AvB","6602.6","900","36","3/16/2026 16:15:01","344.5","19.17"
"156181","Beach Channel Dr - Eastbound - Beach 90 st to Beach 69 st","Queens","mjvvFnmpaMaByAoJwUGoDPwGUsHs@mCYqD@uC|AkMcByV]w@{G_Fg@uBIkD","6016.21","900","14","3/16/2026 16:15:01","142.5","42.22"
"157158","Main St - Northbound - Roosevelt Ave to Northern Blvd","Queens","azwwFr|raMwKjEwG`D","1353.43","900","6","3/16/2026 16:15:01","621","2.18"
"157160","Main St @ Roosevelt to Kissena Blvd @ Sanford Ave","Queens","_zwwFx}raMlDsAf@q@fG_N","1258.02","900","2","3/16/2026 16:15:01","302","4.17"
"157163","Roosevelt Ave - Eastbound - Main St to Parsons Blvd","Queens","{ywwFf}raM}Koq@","2356.96","900","12","3/16/2026 16:15:01","177","13.32"
"158157","Main St - Southbound - Northern Blvd to Roosevelt Ave","Queens","koxwFvisaM|GwDfK_E","1342.98","900","6","3/16/2026 16:15:01","323","4.16"
"158165","Northern Blvd - Eastbound - Main St to Union St","Queens","knxwFbhsaMcBoJmBuJ","1094.45","900","99","3/16/2026 16:15:01","58","18.87"
"159176","Sanford Ave - Westbound - Main St to College Pnt Blvd","Queens","ehwwFztraMtKvY","1395.48","900","3","3/16/2026 16:15:01","240","5.81"
"159179","Main St - Southbound - Sanford Ave to Peck Ave","Queens","ahwwFburaM|McE`Bc@zFqC~BmB`BcAnAm@hAIhA@bDT","2811.63","900","4","3/16/2026 16:15:01","135","20.83"
"160157","Kissena Blvd @ Sanford Ave to Main St @ Roosevelt Ave - Northbound","Queens","kkwwFviraMaHbO_ExA","1259.4","900","6","3/16/2026 16:15:01","464.5","2.71"
"160159","Sanford Avenue - Westbound - Kissena Blvd to Main St","Queens","ckwwFfjraMzAxI","506.67","900","27","3/16/2026 16:15:01","151","3.36"
"160183","Kissena Blvd - Southbound - Sanford Ave to Holly Ave","Queens","akwwFtjraMlB}DhFgHzH_KfIaK|HuI","3254.72","900","4","3/16/2026 16:15:01","722.5","4.5"
"161162","Horace Harding Expwy NSR - Westbound - Kissena Blvd to Main St","Queens","e{swFh_paMgAxGuB`JaNxk@","3113.87","900","25","3/16/2026 16:15:01","132","23.59"
"162175","Horace Harding Expwy - Westbound - Main St to College Pnt Blvd","Queens","_ptwF|_raMWtAqBf`@wAz]w@dD","3237.65","900","15","3/16/2026 16:15:01","123","26.32"
"162179","Main St - Northbound - Horace Harding Expwy to Peck Ave","Queens","cptwFr_raMaXxCgPgA","2490.09","900","2","3/16/2026 16:15:01","1304","1.91"
"163157","Roosevelt Ave - Westbound - Parsons Blvd to Main St","Queens","ogxwF`kqaMzKlq@","2353.17","900","12","3/16/2026 16:15:01","651","3.61"
"163164","Parsons Blvd - Northbound - Roosevelt Ave to Northern Blvd","Queens","egxwFpjqaM}QxG","1172.03","900","10","3/16/2026 16:15:01","454","2.58"
"164163","Parsons Blvd - Southbound - Northern Blvd to Roosevel Ave","Queens","_zxwFbtqaM~Q{G","1176.39","900","12","3/16/2026 16:15:01","190.5","6.18"
"164165","Northern Blvd - Westbound - Parsons Blvd to Union St","Queens","szxwF`tqaMv@xMhAzL","1290.85","900","4","3/16/2026 16:15:01","1543","0.84"
"165158","Northern Blvd - Westbound - Union St to Main St","Queens","gvxwFzpraMxDpW","1137.68","900","2","3/16/2026 16:15:01","1017","1.12"
"165164","Northern Blvd - Eastbound - Union St to Parsons Blvd","Queens","_uxwF`qraMsAaM{@qN","1336.96","900","9","3/16/2026 16:15:01","634","2.11"
"166169","Jackie Robinson Pkwy - Northbound- Metropolitan Ave to Queens Blvd","Queens","a~mwF~cuaMi@gA{BsHqByIy@aBoByCcBkCoHsPsDyIOo@w@uEy@}D","4068.21","900","137","3/16/2026 16:15:01","175","23.25"
"167166","Jackie Robinson Pkwy - Northbound - Forest Pk Dr to Metropolitan Ave","Queens","gwkwFhyzaMoC_GgBkAoFeAyCo@aC_B{AwBu@}BcAwE[_GDqGx@eJLyD_@oEsD{LeAwIm@cDcAwB_BuCsBaC}CsBcDqCmBcEi@gDK{BKgOOuF]}FoAyEyAuD","9904.74","900","170","3/16/2026 16:15:01","472","20.98"
"170095","Woodhaven Blvd - Southbound - Dry Harbor Rd to Furmanville Ave","Queens","qsqwFj}zaMvSgI|QiPjFuE","3160.37","900","204","3/16/2026 16:15:01","170","18.59"
"175184","College Pnt Blvd - Northbound - Horace Harding Expwy to Booth Memorial Ave","Queens","wxtwFfhtaMwC_FqBwA_IoDaA{@uCcF","1852.28","900","13","3/16/2026 16:15:01","107","17.31"
"176177","College Pnt Blvd - Northbound - Sanford Ave to Roosevelt Ave","Queens","}{vwFhosaMcTbF","1272.67","900","10","3/16/2026 16:15:01","181.5","7.01"
"177157","Roosevelt Ave - Eastbound - College Pnt Blvd to Main St","Queens","_qwwFjvsaMi@oAsFkU","1219.27","900","15","3/16/2026 16:15:01","288","4.23"
"177178","College Pnt Blvd - Northbound - Roosevelt Ave to 35th Ave","Queens","urwwFzvsaMwShEeGv@sBxA","1972.47","900","31","3/16/2026 16:15:01","106","18.61"
"178177","College Pnt Blvd - Southbound - 35th Ave to Roosevelt Ave","Queens","asxwFhbtaMdB_AnJoA|PsD","1962.43","900","6","3/16/2026 16:15:01","1025.5","1.91"
"179162","Main St - Southbound - Peck Ave to Horace Harding Expwy","Queens","qzuwFvbraMhPfAvWoC","2473.72","900","14","3/16/2026 16:15:01","251","9.86"
"180155","Seagirt Blvd - Eastbound - Beach 32nd St to Beach 9th St","Queens","u}wvFjwfaMrB{OeA_Wr@yHhAaE\{B`@}JNaIDwSGgHYsHO}AcF}U","6745.41","900","82","3/16/2026 16:15:01","249","27.09"
"181154","Beach Channel Dr - Eastbound - Beach 69 st to Bay 32 st","Queens","igwvFdulaMkAsh@{IeZMeEoCe~@a@iVmAySG_H}BsAoESu@Ys@cAo@oB","9722.75","900","9","3/16/2026 16:15:01","574","16.94"
"181156","Beach Channel Dr - Westbound- Beach 69 st to Beach 90 st","Queens","wgwvFfulaMLxF^bAbHnFRz@j@tJn@dKeBxLL~EfAhGJzGGtLpJdVv@dC","6032.8","900","5","3/16/2026 16:15:01","193","31.26"
"183161","Kissena Blvd -  Southbound - Holly Ave to Horace Harding Expwy NSR","Queens","ibvwFrxpaMpJiKnEgFvEsF~CqDTQf@OnBDlALvHfBbMlCtANfADvAAPH\?","4711.01","900","10","3/16/2026 16:15:01","398","11.84"
"184175","College Pnt Blvd - Southbound - Booth Memorial Ave to Horace Harding Expwy","Queens","sruwFxpsaMdDzF`Ax@dGhC`CtAxDlG","1890.21","900","26","3/16/2026 16:15:01","60","31.5"
"184176","College Point Blvd - Northbound - Booth Memorial Ave to Sanford Ave","Queens","{quwFvosaMU]cT}Cs@CiQjD","2499.96","900","2","3/16/2026 16:15:01","1538","1.63"
"188189","5th Avenue  - Southbound - 96 St to 86 St","Manhattan","mk}wFrnkbM|f@~[","2660.26","900","29","3/16/2026 16:15:01","117","22.74"
"189022","5th Avenue - Southbound - 86 St to 72 St","Manhattan","oc|wFrklbMrw@lh@","3778.77","900","28","3/16/2026 16:15:01","500.5","7.55"
"190191","Lexington Ave - Southbound - 96 St to 86 St","Manhattan","u~|wFjpjbMzf@`\","2658.42","900","6","3/16/2026 16:15:01","413","6.44"
"191021","Lexington Ave - Southbound - 86 St to 72 St","Manhattan","yv{wFhmkbMtw@lh@","3781.98","900","23","3/16/2026 16:15:01","311","12.16"
"193021","72nd Streeet - Westbound - 2nd Ave to Lexington Ave","Manhattan","etywF|~kbMk@jBy@rB_AvC_DzJ","1202.3","900","24","3/16/2026 16:15:01","138","8.71"
"194196","Williamsburg Bridge - Eastbound - Manhattan @ Delancey to Brooklyn @ Bedford Ave","Manhattan","_sowFvgqbMrh@ihC","6550.2","900","373","3/16/2026 16:15:01","112","58.48"
"197195","Williamsburg Bridge - Westbound - Brooklyn @ Bedford Ave to Manhattan @ Delancey","Manhattan","aknwFr}lbMwh@fhC","6550.31","900","313","3/16/2026 16:15:01","427","15.34"
"199200","Battery Park Underpass - West St (Southbound) to FDR Dr (Northbound)","Manhattan","admwF|kwbMfBBlIcBfGcFp@uFUqD]}C","2214.93","900","4","3/16/2026 16:15:01","1804.5","1.23"
"200199","Battery Park Underpass - FDR Dr (Southbound) to West St (Northbound)","Manhattan","ynlwFbqvbMb@tGSjC_@|AkBpB_CvAoD~@yC^oB?","2066.47","900","171","3/16/2026 16:15:01","403","5.13"
"201071","Atlantic Avenue - Westbound - Carlton Ave to Flatbush Ave","Brooklyn","uxhwFpknbMo@bFe@rE}B~QeBhH","1953.12","900","64","3/16/2026 16:15:01","107","18.25"
"204008","Madison Avenue - northbound - 23 st to 34 st","Manhattan","wetwFtwqbMqi@_^","2839.04","900","2","3/16/2026 16:15:01","271","10.48"
"002012","49th Street - Westbound - Lexington Ave to Madison Ave","Manhattan","ecwwFdynbMgC~HgC~H","1013.97","0","0","3/16/2026 16:15:01","0","0"
"003013","57th Street - Westbound - Lexington Ave to Madison Ave","Manhattan","gcxwFvanbM_CpHoCrI","1021.15","0","0","3/16/2026 16:15:01","0","0"
"005002","49th Street - Westbound - 3rd Ave to Lexington Ave","Manhattan","a_wwFfonbMcC|H","501.04","0","0","3/16/2026 16:15:01","0","0"
"006055","57th Street - Eastbound - 3rd Ave to 2nd Ave","Manhattan","_~wwFhxmbMxD}L","703.44","0","0","3/16/2026 16:15:01","0","0"
"008011","Madison Avenue - Northbound - 34th St to 42nd St","Manhattan","opuwFnxpbM}JsGqJmG_G}D","2101.21","0","0","3/16/2026 16:15:01","0","0"
"008020","34th Street - Eastbound - Madison Ave to 3rd Ave","Manhattan","apuwFxxpbMdCyHjCmIfC_I","1532.57","0","0","3/16/2026 16:15:01","0","0"
"012013","Madison Avenue - Northbound - 49th St to 57th St","Manhattan","ukwwFfmobMk^{U","2092.07","0","0","3/16/2026 16:15:01","0","0"
"013003","57th Street - Eastbound - Madison Ave to Lexington Ave","Manhattan","yjxwFpvnbM|BmHnCuI","1016.97","0","0","3/16/2026 16:15:01","0","0"
"013016","57th Street - Eastbound - 5th Ave to Madison Ave","Manhattan","aoxwFr`obMtAkEp@uB","509.36","0","0","3/16/2026 16:15:01","0","0"
"014017","42nd Street - Westbound - 5th Ave to 6th Ave","Manhattan","utvwFhkpbMoGdS","1021.24","0","0","3/16/2026 16:15:01","0","0"
"016013","57th Street - Westbound - Madison Ave to 5th Ave","Manhattan","wkxwF|unbMqAdEu@zB","509.39","0","0","3/16/2026 16:15:01","0","0"
"017014","42nd Street - Eastbound - 6th Ave to 5th Ave","Manhattan","i|vwFb`qbMpGeS","1023.02","0","0","3/16/2026 16:15:01","0","0"
"017059","42nd Street - Westbound - 6th Ave to 7th Ave","Manhattan","e}vwFl_qbMmFtP","894.47","0","0","3/16/2026 16:15:01","0","0"
"019016","57th Street - Eastbound - 6th Ave to 5th Ave","Manhattan","qwxwFztobMnGgS","1023.54","0","0","3/16/2026 16:15:01","0","0"
"020004","3rd Avenue - Northbound - 34th St to 42nd St","Manhattan","ucuwFfzobMaKuGqFmD_KyG","2106.28","0","0","3/16/2026 16:15:01","0","0"
"020008","34th Street - Westbound - 3rd Ave to Madison Ave","Manhattan","eduwFzyobMeCbIgCbIgC`I","1531.44","0","0","3/16/2026 16:15:01","0","0"
"024026","Belt Pkwy - Westbound - Cross Bay Blvd to Pennsylvania Ave","Brooklyn","grewFbeuaMfH`UFb@rEpMtHtQlBrDvEpHrO|SdJ`NzAfCnIpOtXjn@hBjDdGhJdE|EjE~DnEdDdIlE","12915.87","0","0","3/16/2026 16:15:01","0","0"
"025035","Belt Pkwy - Westbound - Ocean Pkwy to Bay 8th St","Brooklyn","iquvFtrmbMh@|OfB~QvA~M`@|H@lHUxFaAzLqC`WmBdLgChIuDdGsCvCuFhDuLxEyDxB_E`DqKnLmF|Iw@fBcBlFgAzFgA|HsAnEoBrEwOjYgC~FwCjJqB|JoGx\","17547.15","0","0","3/16/2026 16:15:01","0","0"
"026034","Belt Pkwy - Westbound - Erskine St to Flatbush Ave","Queens","ccawFb~{aMhf@tRpGhDpHbGvHfI|FtI|b@rv@tE`GxD~CvCnBdDvA|FlA|D\hE@`Rs@hLK|HDrH\dDb@pDt@pGdBjCb@rRpBjBv@fCdBzA|A`FpHbBbE|C~JbCpFfDlErEhD","20198.01","0","0","3/16/2026 16:15:01","0","0"
"027034","Belt Pkwy - Eastbound - Ocean Pkwy to Flatbush","Brooklyn","mpuvFtrmbMSsIkAwSoBmUU}IBgJTsEdA{LL_HOaMi@{O_@qFcAsOeDu]QoGLiG|@gHrGk[pAsHv@yJPqRg@gO{AoLoCwKkIqReDiFuCoCeG{CkGaAiFDmInAqELaH_B","19771.69","0","0","3/16/2026 16:15:01","0","0"
"028029","Belt Pkwy - Eastbound - Pennsylvania Ave to Cross Bay Blvd","Brooklyn","ybawF`}{aMwH_EkHiGyFkGgG}IeHcNaMoYsFmLuRq\wE{GcJyL_I{LkBsDkC{F{J}W_IoWg@yB","13098.76","0","0","3/16/2026 16:15:01","0","0"
"029150","Belt Pkwy EB @ Cross Bay Blvd - Rockaway Blvd @ Farmers Blvd","Queens","mqewFdcuaM_B_Hy@cGEiFnAaKzByL|@yI`A}Gf@aKbFoNWiNbEmn@`@}M}@mHgHmWkBwTY}Vx@sZb@mIzHm`A`DmQhJ{YbBaJ|AgE","19472.98","0","0","3/16/2026 16:15:01","0","0"
"030171","Henry Hudson Pkwy - Northbound - 57th St to 79th St","Manhattan","{dzwFx~rbMgUiNyT{NgJmGcIaHqMuIsF_D","5856.76","0","0","3/16/2026 16:15:01","0","0"
"033024","Belt Pkwy - Westbound - East of JFK to Crossbay Blvd.","Queens","qxewFjriaMlCnl@LdEX~W@jHIdMy@xy@QjBMrXx@vIrAzFlDbQb@vEFpHk@~[e@zRw@zOu@zGcCdMwAlJIhHf@bF|B`L","16703.62","0","0","3/16/2026 16:15:01","0","0"
"034028","Belt Pkwy - Eastbound - Flatbush Ave to Erskine St","Brooklyn","u_xvFlbbbMcEwC{EkGmBmEgEcNwD}GwBgC}FaE_Cu@gQiBeRkEoLq@uVCyRr@eGGiFs@uEsA}FyDsEkE_DgE{Vgd@kLiSyFqIwCkCqHoGgKkGm[cMwI{D","20229.18","0","0","3/16/2026 16:15:01","0","0"
"035027","Belt Pkwy - Eastbound - Bay 8th St to Ocean Pkwy","Brooklyn","}kyvFdzwbMrDsQlBaMhCwKjEkLpK}RjEwHpCiIlCgQlBeG~CkGvEwGlF}FhGqFdF_DzMcFxE_DpG}IfBcFbB_IpBcNbCiWp@yLBqJaAuNqCeWy@{R","17580.18","0","0","3/16/2026 16:15:01","0","0"
"035202","Belt Pkwy - Westbound - Bay 8th St to 68th St","Brooklyn","smyvFv{wbMmDbQc@xHTfYkAnJmCzGyFpJyExDcHtDwHdFuL`OsI~EkHtAqb@jEaUEq[qCky@w[","16888.42","0","0","3/16/2026 16:15:01","0","0"
"040041","1st Avenue - Northbound - 49th St to 57th St","Manhattan","yrvwFnrmbMu^cV","2113.41","0","0","3/16/2026 16:15:01","0","0"
"040046","49th Street - Westbound - 1st Ave to 2nd Ave","Manhattan","yrvwFlrmbMgEtM","744.88","0","0","3/16/2026 16:15:01","0","0"
"042048","42nd Street - Eastbound - 2nd Ave to 1st Ave","Manhattan","{|uwFrunbMhEyM","751.53","0","0","3/16/2026 16:15:01","0","0"
"044020","3rd Avenue - Northbound - 23rd St to 34th St","Manhattan","sxswFrypbMaj@k^","2871.1","0","0","3/16/2026 16:15:01","0","0"
"044105","23rd Street - Eastbound - 3rd Ave to 2nd Ave","Manhattan","_xswF~ypbMzDqL","690.93","0","0","3/16/2026 16:15:01","0","0"
"046005","49th Street - Westbound - 2nd Ave to 3rd Ave","Manhattan","ayvwFbanbMyD~L","705.9","0","0","3/16/2026 16:15:01","0","0"
"047023","6th Avenue - Northbound - 23rd St to 34th ST","Manhattan","artwF~urbMeCaB}]oUMOoFmD","2874.47","0","0","3/16/2026 16:15:01","0","0"
"047106","23rd Street - Westbound - 6th Ave to 7th Ave","Manhattan","_stwFjurbMiF`Q","905.67","0","0","3/16/2026 16:15:01","0","0"
"048040","1st Avenue - Northbound - 42nd St to 49th St","Manhattan","_wuwFnfnbM_DsByMyI}FwD","1849.46","0","0","3/16/2026 16:15:01","0","0"
"050082","23rd Street - Westbound - 8th Ave to 9th Ave","Manhattan","sauwFbysbMqF~P","910.2","0","0","3/16/2026 16:15:01","0","0"
"052056","57th Street - Eastbound - Broadway to 7th Ave","Manhattan","{cywF~qpbMxCkJ","576.01","0","0","3/16/2026 16:15:01","0","0"
"055006","57th Street - Westbound - 2nd Ave to 3rd Ave","Manhattan","cywwFvimbM{DzL","702.79","0","0","3/16/2026 16:15:01","0","0"
"055046","2nd Avenue  - Southbound - 57th St to 49th St","Manhattan","uxwwFbjmbMhC`B|BxAxBvAzB|A~BxAzBzAzBzA~B|A","2112.17","0","0","3/16/2026 16:15:01","0","0"
"056019","57th Street - Eastbound - 7th Ave to 6th Ave","Manhattan","a_ywFrfpbMlFwP","896.8","0","0","3/16/2026 16:15:01","0","0"
"056037","7th Avenue - Southbound - 57th St to 49th St","Manhattan","q_ywFhfpbMfC`BzBzA~BvAzBzA|BzAzBxA|BzAzB~A","2110.34","0","0","3/16/2026 16:15:01","0","0"
